ID,EGRID,fid,Art,BFSNr,GWR_EGID,Check_GreenSpace,area_m2
TEST-00078,CH873588684684,6043744849,Trottoir,351.0,,Not green space,48.76261287390476
TEST-00078,CH873588684684,6043744851,Trottoir,351.0,,Not green space,41.85565466354661
TEST-00078,CH873588684684,6043744852,Trottoir,351.0,,Not green space,43.254630624413586
TEST-00078,CH873588684684,6044441681,Strasse_Weg,351.0,,Not green space,0.0021236312852836794
TEST-00078,CH873588684684,6043744868,Gartenanlage,351.0,,Green space (soil-covered),0.06993237133563536
TEST-00078,CH873588684684,6043744875,Trottoir,351.0,,Not green space,1015.0556905548058
TEST-00078,CH873588684684,6044427405,Strasse_Weg,351.0,,Not green space,0.006429466485259716
TEST-00078,CH873588684684,6044022478,uebrige_befestigte,351.0,,Not green space,0.00459676529542552
TEST-00078,CH873588684684,6044022479,Gartenanlage,351.0,,Green space (soil-covered),0.04545771563061301
TEST-00078,CH873588684684,6044022485,uebrige_befestigte,351.0,,Not green space,0.009004349983734228
TEST-00078,CH873588684684,6044022486,Gartenanlage,351.0,,Green space (soil-covered),0.0034835625810964166
TEST-00078,CH873588684684,6044022492,Gartenanlage,351.0,,Green space (soil-covered),0.028677692549807815
TEST-00078,CH873588684684,6043744477,Trottoir,351.0,,Not green space,11.3879379015771
TEST-00078,CH873588684684,6043744489,Trottoir,351.0,,Not green space,103.06686691863906
TEST-00078,CH873588684684,6044441847,Strasse_Weg,351.0,,Not green space,4009.097709303308
TEST-00078,CH873588684684,6044441957,Strasse_Weg,351.0,,Not green space,0.0019016882563596404
TEST-00078,CH873588684684,6044441962,Strasse_Weg,351.0,,Not green space,0.0021993155106638253
TEST-00078,CH873588684684,6043743119,Trottoir,351.0,,Not green space,192.4602775978239
TEST-00078,CH873588684684,6043745681,Gartenanlage,351.0,,Green space (soil-covered),0.002015958226028524
TEST-00078,CH873588684684,6043743121,Trottoir,351.0,,Not green space,91.21185694865424
TEST-00078,CH873588684684,6043743125,Trottoir,351.0,,Not green space,123.4967480011838
TEST-00078,CH873588684684,6043743126,Trottoir,351.0,,Not green space,7.744601103394649
TEST-00078,CH873588684684,6044441503,Strasse_Weg,351.0,,Not green space,0.0057565925148621334
TEST-00078,CH873588684684,6043742644,uebrige_befestigte,351.0,,Not green space,0.006886392737608271
TEST-00078,CH873588684684,6043742645,Gartenanlage,351.0,,Green space (soil-covered),0.017879061056113865
TEST-00078,CH873588684684,6043742646,Gartenanlage,351.0,,Green space (soil-covered),0.023635089773334644
TEST-00078,CH873588684684,6043742652,Gartenanlage,351.0,,Green space (soil-covered),0.026813084209523864
TEST-00078,CH873588684684,6043744209,Gartenanlage,351.0,,Green space (soil-covered),0.0046754132336783855
TEST-00078,CH873588684684,6043744218,Gartenanlage,351.0,,Green space (soil-covered),0.003146521082481164
TEST-00078,CH873588684684,6043744230,Gartenanlage,351.0,,Green space (soil-covered),0.011380040755556677
TEST-00078,CH873588684684,6043743726,Gartenanlage,351.0,,Green space (soil-covered),0.0023880000498217244
TEST-00078,CH873588684684,6043744239,uebrige_befestigte,351.0,,Not green space,0.004595135014284714
TEST-00473,CH534689356689,6044023590,Gartenanlage,351.0,,Green space (soil-covered),444.9032943863157
TEST-00473,CH534689356689,6044426982,Strasse_Weg,351.0,,Not green space,0.0013249996972275468
TEST-00473,CH534689356689,6044023594,Gebaeude,351.0,1243740,Not green space,86.18012394995381
TEST-00473,CH534689356689,6044023602,Gebaeude,351.0,504011639,Not green space,19.197007658624845
TEST-00666,CH634676351133,6044048449,Gebaeude,351.0,1234369,Not green space,205.9440221960572
TEST-00666,CH634676351133,6044048448,Gebaeude,351.0,1234368,Not green space,0.004109273394519164
TEST-00666,CH634676351133,6044047466,Gartenanlage,351.0,,Green space (soil-covered),119.90732403159308
TEST-00664,CH713589468738,6043747458,Gebaeude,351.0,1236292,Not green space,274.75441800176054
TEST-00664,CH713589468738,6043747436,Gartenanlage,351.0,,Green space (soil-covered),329.77488397967073
TEST-00664,CH713589468738,6043750515,Trottoir,351.0,,Not green space,0.014055501983052332
TEST-00289,CH313503462837,6044426049,Strasse_Weg,785.0,,Not green space,57.88721990662075
TEST-00289,CH313503462837,6044345941,geschlossener_Wald,785.0,,Green space (wooded),34067.496384150574
TEST-00083,CH543546220219,6043783010,Gartenanlage,792.0,,Green space (soil-covered),535.0479074961002
TEST-00083,CH543546220219,6043786906,Gebaeude,792.0,1400649,Not green space,95.77129500062908
TEST-00509,CH683164367772,6043784739,Gartenanlage,792.0,,Green space (soil-covered),141.6777240214415
TEST-00509,CH683164367772,6043782127,Gebaeude,792.0,1400329,Not green space,59.76618460680034
TEST-00509,CH683164367772,6043782129,Gebaeude,792.0,3171171,Not green space,22.07529887286306
TEST-00287,CH534643352460,6043790702,Gebaeude,353.0,502071753,Not green space,4.7986290005786145
TEST-00287,CH534643352460,6043790704,uebrige_befestigte,353.0,,Not green space,0.0037586153996451432
TEST-00287,CH534643352460,6043790678,uebrige_befestigte,353.0,,Not green space,88.05640344275157
TEST-00287,CH534643352460,6043790679,Gartenanlage,353.0,,Green space (soil-covered),141.40892252322902
TEST-00287,CH534643352460,6043790648,Trottoir,353.0,,Not green space,0.02628091834274806
TEST-00674,CH427693463535,6043782913,Gebaeude,353.0,1269924,Not green space,94.70547350068549
TEST-00674,CH427693463535,6043782776,Gartenanlage,353.0,,Green space (soil-covered),408.08185750195327
TEST-00718,CH543664890118,6044264681,Acker_Wiese_Weide,333.0,,Green space (soil-covered),17249.88965298579
TEST-00362,CH394683043543,6044429623,Strasse_Weg,540.0,,Not green space,2681.1936524693424
TEST-00928,CH434626359381,6044271011,Acker_Wiese_Weide,581.0,,Green space (soil-covered),643.4173340025643
TEST-00644,CH885846358217,6044286886,Gebaeude,354.0,1270670,Not green space,138.61438849911548
TEST-00644,CH885846358217,6044286770,Gartenanlage,354.0,,Green space (soil-covered),491.7684290042484
TEST-00644,CH885846358217,6044428694,Strasse_Weg,354.0,,Not green space,56.688451000812
TEST-00364,CH207235514693,6043818056,uebrige_befestigte,632.0,,Not green space,325.47752886592997
TEST-00364,CH207235514693,6044263187,Gartenanlage,632.0,,Green space (soil-covered),0.002396635818829839
TEST-00743,CH213530467572,6044263396,uebrige_humusierte,632.0,,Green space (soil-covered),64.09580596693571
TEST-00743,CH213530467572,6043818924,uebrige_befestigte,632.0,,Not green space,64.50898053370312
TEST-00677,CH743546259345,6044348269,geschlossener_Wald,585.0,,Green space (wooded),78.27997762727207
TEST-00677,CH743546259345,6043826194,Gebaeude,585.0,502051486,Not green space,46.19630699978493
TEST-00677,CH743546259345,6043826195,Acker_Wiese_Weide,585.0,,Green space (soil-covered),4270.802313379501
TEST-00444,CH855846973524,6043837970,Gartenanlage,355.0,,Green space (soil-covered),662.4419170262399
TEST-00444,CH855846973524,6043837973,Gebaeude,355.0,1273307,Not green space,169.2059884976082
TEST-00852,CH794627943544,6043768901,Gartenanlage,785.0,,Green space (soil-covered),880.4604826960793
TEST-00852,CH794627943544,6043759782,Gebaeude,785.0,1398268,Not green space,36.18684050043203
TEST-00852,CH794627943544,6044425774,Strasse_Weg,785.0,,Not green space,40.02624231248163
TEST-00852,CH794627943544,6043759767,Gebaeude,785.0,502242606,Not green space,18.19863900054429
TEST-00852,CH794627943544,6043759768,Gebaeude,785.0,1398267,Not green space,82.51466549818753
TEST-00130,CH513552463308,6043976235,Gebaeude,309.0,502062362,Not green space,73.5358459990785
TEST-00130,CH513552463308,6043977149,Gartenanlage,309.0,,Green space (soil-covered),1213.4820554994617
TEST-00635,CH524442463563,6043976576,Gebaeude,309.0,502062434,Not green space,81.88186349917143
TEST-00635,CH524442463563,6043976577,Acker_Wiese_Weide,309.0,,Green space (soil-covered),75486.94973321597
TEST-00635,CH524442463563,6044432262,Strasse_Weg,309.0,,Not green space,0.004172498007051217
TEST-00635,CH524442463563,6043977438,Gartenanlage,309.0,,Green space (soil-covered),56.27967124913937
TEST-00209,CH657146833574,6044298063,Acker_Wiese_Weide,310.0,,Green space (soil-covered),7295.747674498432
TEST-00453,CH243546971181,6044355778,geschlossener_Wald,670.0,,Green space (wooded),1515.3164296144375
TEST-00453,CH243546971181,6044357285,geschlossener_Wald,670.0,,Green space (wooded),400.84968100610075
TEST-00453,CH243546971181,6044442602,Strasse_Weg,670.0,,Not green space,155.10606097167118
TEST-00453,CH243546971181,6044328783,Gartenanlage,670.0,,Green space (soil-covered),217.81243940115098
TEST-00198,CH323209463573,6044442989,Strasse_Weg,311.0,,Not green space,43.37426603883856
TEST-00198,CH323209463573,6044355867,geschlossener_Wald,311.0,,Green space (wooded),2494.083409960615
TEST-00407,CH313568464814,6043811886,Gartenanlage,980.0,,Green space (soil-covered),459.8962436673799
TEST-00407,CH313568464814,6044442619,Strasse_Weg,980.0,,Not green space,52.19909833427914
TEST-00407,CH313568464814,6043811743,Gebaeude,980.0,1448989,Not green space,102.99344400026197
TEST-00391,CH507035814652,6043853666,Acker_Wiese_Weide,880.0,,Green space (soil-covered),336.4554499586933
TEST-00391,CH507035814652,6043853018,Gartenanlage,880.0,,Green space (soil-covered),1162.3760470409945
TEST-00391,CH507035814652,6043855598,Gebaeude,880.0,1414703,Not green space,283.48997549667325
TEST-00391,CH507035814652,6043855599,Gebaeude,880.0,502074220,Not green space,23.659649998973848
TEST-00708,CH894684323571,6043886084,Gebaeude,412.0,3117591,Not green space,54.95084100089818
TEST-00708,CH894684323571,6043886872,Gartenanlage,412.0,,Green space (soil-covered),205.56214750257305
TEST-00550,CH421174463521,6043868808,Gartenanlage,746.0,,Green space (soil-covered),460.84731407277957
TEST-00550,CH421174463521,6043868811,Gebaeude,746.0,1388316,Not green space,780.6243795034098
TEST-00550,CH421174463521,6043867923,uebrige_befestigte,746.0,,Not green space,376.45001932879137
TEST-00550,CH421174463521,6043867925,Gebaeude,746.0,,Not green space,16.411341500113583
TEST-00550,CH421174463521,6043868887,Trottoir,746.0,,Not green space,51.89799063229288
TEST-00550,CH421174463521,6043867924,Gebaeude,746.0,192042120,Not green space,1.4926099547560618
TEST-00588,CH455946153588,6044377001,geschlossener_Wald,959.0,,Green space (wooded),799.5892914973027
TEST-00765,CH357364779812,6048302579,uebrige_befestigte,4546.0,,Not green space,0.0016378772353666804
TEST-00765,CH357364779812,6048302581,Gartenanlage,4546.0,,Green space (soil-covered),148.94458134633464
TEST-00765,CH357364779812,6048300861,uebrige_befestigte,4546.0,,Not green space,23.88933123632185
TEST-00765,CH357364779812,6048300863,Gebaeude,4546.0,191659078,Not green space,63.17966064002607
TEST-00654,CH832678209560,6048292403,Gebaeude,4421.0,101208582,Not green space,156.75039899978634
TEST-00654,CH832678209560,6048293084,Gartenanlage,4421.0,,Green space (soil-covered),443.2127170034454
TEST-00901,CH927771950417,6048501763,geschlossener_Wald,4551.0,,Green space (wooded),10337.3202849855
TEST-00147,CH492277239908,6048347825,Gebaeude,4721.0,2344501,Not green space,172.37445699886214
TEST-00147,CH492277239908,6048346963,Gartenanlage,4721.0,,Green space (soil-covered),770.4999119940003
TEST-00414,CH467722990696,6048520603,Gewaesser_fliessendes,4721.0,,Not green space,237.97804195390822
TEST-00414,CH467722990696,6048346524,uebrige_humusierte,4721.0,,Green space (soil-covered),1785.0728700416903
TEST-00109,CH957780782910,6048327566,Gartenanlage,4566.0,,Green space (soil-covered),42.034093065628234
TEST-00109,CH957780782910,6048327634,Gebaeude,4566.0,400002160,Not green space,839.464941996297
TEST-00109,CH957780782910,6048327514,Trottoir,4566.0,,Not green space,0.0056229993897929376
TEST-00109,CH957780782910,6048327515,uebrige_befestigte,4566.0,,Not green space,1351.5536170541686
TEST-00109,CH957780782910,6048327540,Gartenanlage,4566.0,,Green space (soil-covered),74.99595849923153
TEST-00881,CH838077298450,6048331912,Gebaeude,4566.0,658176,Not green space,161.66438949604407
TEST-00881,CH838077298450,6048331885,Gartenanlage,4566.0,,Green space (soil-covered),982.6799444999422
TEST-00080,CH227733802935,6048501920,geschlossener_Wald,4566.0,,Green space (wooded),17362.377843709233
TEST-00080,CH227733802935,6048526140,Strasse_Weg,4566.0,,Not green space,0.004783051456454722
TEST-00080,CH227733802935,6048519624,Gewaesser_fliessendes,4566.0,,Not green space,572.097587220423
TEST-00080,CH227733802935,6048519637,Gewaesser_fliessendes,4566.0,,Not green space,266.4693944966063
TEST-00352,CH712968807706,6048527530,Strasse_Weg,4566.0,,Not green space,0.0013120183924709705
TEST-00352,CH712968807706,6048326374,uebrige_befestigte,4566.0,,Not green space,24.69868362429892
TEST-00352,CH712968807706,6048326248,Gartenanlage,4566.0,,Green space (soil-covered),3827.6357068244124
TEST-00352,CH712968807706,6048326377,Gebaeude,4566.0,656893,Not green space,338.4732940003649
TEST-00352,CH712968807706,6048326398,uebrige_befestigte,4566.0,,Not green space,374.53369701122955
TEST-00352,CH712968807706,6048326399,Gebaeude,4566.0,656894,Not green space,374.86404050231016
TEST-00193,CH853400778232,6048475686,Gebaeude,4831.0,676276,Not green space,232.28106700241037
TEST-00193,CH853400778232,6048475687,uebrige_befestigte,4831.0,,Not green space,232.06258898500766
TEST-00193,CH853400778232,6048475709,Gartenanlage,4831.0,,Green space (soil-covered),0.10553401597906609
TEST-00235,CH910670667701,6048471302,Gebaeude,4946.0,400065469,Not green space,20.80524300038211
TEST-00235,CH910670667701,6048480617,Gartenanlage,4946.0,,Green space (soil-covered),981.9214803705789
TEST-00235,CH910670667701,6048480746,Gebaeude,4946.0,682924,Not green space,199.03939900197992
TEST-00235,CH910670667701,6048480618,Gartenanlage,4946.0,,Green space (soil-covered),0.0014956277278827279
TEST-00235,CH910670667701,6048544051,Strasse_Weg,4946.0,,Not green space,0.018647987940373128
TEST-00235,CH910670667701,6048481468,Trottoir,4946.0,,Not green space,0.01824800080703713
TEST-00756,CH927703660635,6048503233,geschlossener_Wald,4946.0,,Green space (wooded),1496.8217320064155
TEST-00020,CH427760110057,6048484476,Acker_Wiese_Weide,4436.0,,Green space (soil-covered),428.5912254985633
TEST-00341,CH486471287783,6048400480,Gebaeude,4723.0,190874569,Not green space,218.18679800068887
TEST-00341,CH486471287783,6048400397,Gartenanlage,4723.0,,Green space (soil-covered),487.3703864021678
TEST-00341,CH486471287783,6048400477,Gebaeude,4723.0,192082460,Not green space,44.46434999984256
TEST-00767,CH735477515669,6048389108,Gartenanlage,4461.0,,Green space (soil-covered),0.001487664915268797
TEST-00767,CH735477515669,6048391126,Acker_Wiese_Weide,4461.0,,Green space (soil-covered),570.8578749484668
TEST-00767,CH735477515669,6048550137,Strasse_Weg,4461.0,,Not green space,1.8892918827975136
TEST-00738,CH635477511250,6048390422,Gartenanlage,4461.0,,Green space (soil-covered),603.0938965031967
TEST-00738,CH635477511250,6048389759,Gebaeude,4461.0,647180,Not green space,106.85837650027678
TEST-00568,CH727745545107,6048506215,Wasserbecken,4461.0,,Not green space,0.648732233112976
TEST-00568,CH727745545107,6048389865,Gartenanlage,4461.0,,Green space (soil-covered),76.43538995584163
TEST-00568,CH727745545107,6048386094,uebrige_humusierte,4461.0,,Green space (soil-covered),71.20648799697206
TEST-00568,CH727745545107,6048388846,Acker_Wiese_Weide,4461.0,,Green space (soil-covered),2470.8414554821156
TEST-00568,CH727745545107,6048498388,geschlossener_Wald,4461.0,,Green space (wooded),0.0016904415702411932
TEST-00568,CH727745545107,6048515126,Gewaesser_fliessendes,4461.0,,Not green space,1.5150294997698541
TEST-00609,CH230077828325,6048360982,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),8165.847511199332
TEST-00609,CH230077828325,6048497175,geschlossener_Wald,4811.0,,Green space (wooded),369.3332023811259
TEST-00609,CH230077828325,6048361009,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),21664.95688425134
TEST-00609,CH230077828325,6048497731,geschlossener_Wald,4811.0,,Green space (wooded),17961.45938914565
TEST-00609,CH230077828325,6048361034,uebrige_bestockte,4811.0,,Green space (wooded),239.76677349362328
TEST-00609,CH230077828325,6048361038,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),22211.800908776684
TEST-00609,CH230077828325,6048497743,geschlossener_Wald,4811.0,,Green space (wooded),4698.024841810734
TEST-00609,CH230077828325,6048361046,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),4.410685530089146
TEST-00609,CH230077828325,6048361048,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),0.8262820469062162
TEST-00609,CH230077828325,6048361056,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),18259.381021484358
TEST-00609,CH230077828325,6048361057,uebrige_befestigte,4811.0,,Not green space,36.40434803754285
TEST-00609,CH230077828325,6048361058,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),5136.048135485357
TEST-00609,CH230077828325,6048361075,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),967.4659270025692
TEST-00609,CH230077828325,6048549528,Strasse_Weg,4811.0,,Not green space,1867.5142863740211
TEST-00609,CH230077828325,6048497901,geschlossener_Wald,4811.0,,Green space (wooded),6581.0583313509
TEST-00609,CH230077828325,6048497398,geschlossener_Wald,4811.0,,Green space (wooded),0.0053400023646190675
TEST-00609,CH230077828325,6048549632,Strasse_Weg,4811.0,,Not green space,66.50430608892451
TEST-00609,CH230077828325,6048361216,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),810.3262259991379
TEST-00609,CH230077828325,6048361217,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),11800.238032971743
TEST-00609,CH230077828325,6048549641,Strasse_Weg,4811.0,,Not green space,295.25232293736644
TEST-00609,CH230077828325,6048549642,Strasse_Weg,4811.0,,Not green space,94.44013949911444
TEST-00609,CH230077828325,6048361282,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),6008.154086828252
TEST-00609,CH230077828325,6048497003,geschlossener_Wald,4811.0,,Green space (wooded),824.9758151520492
TEST-00609,CH230077828325,6048497007,geschlossener_Wald,4811.0,,Green space (wooded),1117.8758334931765
TEST-00609,CH230077828325,6048361374,Acker_Wiese_Weide,4811.0,,Green space (soil-covered),74.79621988283108
TEST-00609,CH230077828325,6048361376,uebrige_bestockte,4811.0,,Green space (wooded),225.8762310000617
TEST-00609,CH230077828325,6048550366,Strasse_Weg,4811.0,,Not green space,933.132532997165
TEST-00609,CH230077828325,6048550367,Strasse_Weg,4811.0,,Not green space,122.05987237478676
TEST-00609,CH230077828325,6048515040,Gewaesser_fliessendes,4811.0,,Not green space,31.838734503546874
TEST-00609,CH230077828325,6048515048,Gewaesser_fliessendes,4811.0,,Not green space,215.42002981294848
TEST-00174,CH358775771308,6048512967,Gewaesser_fliessendes,4911.0,,Not green space,172.1627374661949
TEST-00174,CH358775771308,6048414449,Acker_Wiese_Weide,4911.0,,Green space (soil-covered),30732.733703504422
TEST-00816,CH332277998523,6048540744,Strasse_Weg,4781.0,,Not green space,195.1472138436519
TEST-00816,CH332277998523,6048514282,Gewaesser_fliessendes,4781.0,,Not green space,20.33682516146588
TEST-00816,CH332277998523,6048496438,geschlossener_Wald,4781.0,,Green space (wooded),4592.143441460251
TEST-00816,CH332277998523,6048513143,Gewaesser_fliessendes,4781.0,,Not green space,21.638740057427285
TEST-00816,CH332277998523,6048496475,geschlossener_Wald,4781.0,,Green space (wooded),866.4602279683586
TEST-00513,CH267786632961,6048433824,Gebaeude,4506.0,651599,Not green space,119.25939699721567
TEST-00513,CH267786632961,6048431854,Gartenanlage,4506.0,,Green space (soil-covered),757.5233645059368
TEST-00513,CH267786632961,6048433823,Gebaeude,4506.0,400056728,Not green space,15.655165999213551
TEST-00692,CH554900778220,6048495185,geschlossener_Wald,4821.0,,Green space (wooded),9793.589034001252
TEST-00242,CH567108547825,6049753408,Gebaeude,2920.0,471773,Not green space,0.0014010068373985262
TEST-00242,CH567108547825,6049753482,Acker_Wiese_Weide,2920.0,,Green space (soil-covered),128.58732799672143
TEST-00242,CH567108547825,6049753430,uebrige_befestigte,2920.0,,Not green space,28.08687760432215
TEST-00242,CH567108547825,6049753431,Gartenanlage,2920.0,,Green space (soil-covered),102.57236438678949
TEST-00139,CH230878548576,6049800196,Gebaeude,2939.0,191760448,Not green space,0.09459685614825754
TEST-00139,CH230878548576,6049800378,Gebaeude,2939.0,1612754,Not green space,91.45812616648404
TEST-00139,CH230878548576,6049800386,uebrige_humusierte,2939.0,,Green space (soil-covered),120.59214615111621
TEST-00139,CH230878548576,6049800387,uebrige_befestigte,2939.0,,Not green space,16.052239712913195
TEST-00139,CH230878548576,6049800411,Gartenanlage,2939.0,,Green space (soil-covered),107.14084567878923
TEST-00578,CH907854980801,6049802198,Gebaeude,2939.0,190170488,Not green space,99.75400899915394
TEST-00578,CH907854980801,6049802329,Gartenanlage,2939.0,,Green space (soil-covered),322.69056844101044
TEST-00578,CH907854980801,6049802203,uebrige_befestigte,2939.0,,Not green space,274.14900906269054
TEST-00495,CH915439087137,6049778859,Gartenanlage,2939.0,,Green space (soil-covered),852.0742329305739
TEST-00495,CH915439087137,6049779536,Gebaeude,2939.0,190025538,Not green space,136.23266050314598
TEST-00495,CH915439087137,6049779568,uebrige_befestigte,2939.0,,Not green space,22.51057806387235
TEST-00288,CH267708544595,6049805443,geschlossener_Wald,2903.0,,Green space (wooded),1828.3791534012587
TEST-00288,CH267708544595,6049805444,geschlossener_Wald,2903.0,,Green space (wooded),2419.4413666738915
TEST-00288,CH267708544595,6049805385,geschlossener_Wald,2903.0,,Green space (wooded),918.243618563979
TEST-00288,CH267708544595,6049819093,Strasse_Weg,2903.0,,Not green space,62.401960037080585
TEST-00288,CH267708544595,6049805432,geschlossener_Wald,2903.0,,Green space (wooded),86.18028838124273
TEST-00288,CH267708544595,6049819099,Strasse_Weg,2903.0,,Not green space,320.8527414490351
TEST-00525,CH452508705497,6049764864,Acker_Wiese_Weide,2917.0,,Green space (soil-covered),0.004036500260861331
TEST-00525,CH452508705497,6049765368,Acker_Wiese_Weide,2917.0,,Green space (soil-covered),907.9795660085488
TEST-00753,CH407154740844,6049766023,Trottoir,2937.0,,Not green space,10.612582337091613
TEST-00753,CH407154740844,6049768618,Trottoir,2937.0,,Not green space,20.433815446971742
TEST-00753,CH407154740844,6049818673,Strasse_Weg,2937.0,,Not green space,940.6347235147432
TEST-00753,CH407154740844,6049765960,Gartenanlage,2937.0,,Green space (soil-covered),0.0011326487620865618
TEST-00006,CH754208735412,6049758336,Gebaeude,2904.0,502002257,Not green space,848.2650845036982
TEST-00006,CH754208735412,6049758657,Gebaeude,2904.0,190219812,Not green space,169.4353574990875
TEST-00006,CH754208735412,6049758658,Gartenanlage,2904.0,,Green space (soil-covered),394.0027595074844
TEST-00006,CH754208735412,6049758051,Acker_Wiese_Weide,2904.0,,Green space (soil-covered),15294.747513078899
TEST-00006,CH754208735412,6049758661,Gartenanlage,2904.0,,Green space (soil-covered),623.9860345496318
TEST-00006,CH754208735412,6049758662,uebrige_befestigte,2904.0,,Not green space,711.0612399609914
TEST-00006,CH754208735412,6049758663,Gartenanlage,2904.0,,Green space (soil-covered),570.1198051766205
TEST-00006,CH754208735412,6049758659,Gebaeude,2904.0,502002258,Not green space,581.0424530002037
TEST-00006,CH754208735412,6049758337,uebrige_befestigte,2904.0,,Not green space,779.5390863897485
TEST-00006,CH754208735412,6049819490,Strasse_Weg,2904.0,,Not green space,0.44231485274496407
TEST-00006,CH754208735412,6049759355,uebrige_befestigte,2904.0,,Not green space,122.90333450229559
TEST-00622,CH645408711047,6049740935,uebrige_humusierte,2938.0,,Green space (soil-covered),7.744539525568842
TEST-00622,CH645408711047,6049816209,Strasse_Weg,2938.0,,Not green space,516.6186045031766
TEST-00622,CH645408711047,6049740855,uebrige_humusierte,2938.0,,Green space (soil-covered),7.647648815612432
TEST-00860,CH267708542221,6049740226,uebrige_humusierte,2938.0,,Green space (soil-covered),326.9679800030736
TEST-00121,CH787907467996,6050299535,uebrige_befestigte,1213.0,,Not green space,66.51659328655535
TEST-00121,CH787907467996,6050299536,Gebaeude,1213.0,234327,Not green space,119.84954750039103
TEST-00121,CH787907467996,6050299518,Gartenanlage,1213.0,,Green space (soil-covered),414.80630921340315
TEST-00184,CH554507794695,6050274819,uebrige_befestigte,1213.0,,Not green space,12.555209000152683
TEST-00008,CH207946790751,6050319108,Strasse_Weg,1213.0,,Not green space,0.03610249645541854
TEST-00008,CH207946790751,6050272911,Gebaeude,1213.0,190182024,Not green space,132.96237799805755
TEST-00008,CH207946790751,6050273174,uebrige_befestigte,1213.0,,Not green space,64.7424566815092
TEST-00008,CH207946790751,6050273196,Gebaeude,1213.0,504205865,Not green space,6.2562210001097025
TEST-00008,CH207946790751,6050272889,Gartenanlage,1213.0,,Green space (soil-covered),419.60676032081335
TEST-00356,CH732277692141,6050376681,Strasse_Weg,1630.0,,Not green space,117.67671950067071
TEST-00356,CH732277692141,6050348660,Gartenanlage,1630.0,,Green space (soil-covered),0.4406496553905241
TEST-00356,CH732277692141,6050339318,Gebaeude,1630.0,300011,Not green space,0.05470784399798774
TEST-00404,CH954022786936,6050325640,Acker_Wiese_Weide,1630.0,,Green space (soil-covered),23450.369946566763
TEST-00404,CH954022786936,6050377494,Strasse_Weg,1630.0,,Not green space,114.5951051711493
TEST-00404,CH954022786936,6050343245,Acker_Wiese_Weide,1630.0,,Green space (soil-covered),6558.602824654052
TEST-00404,CH954022786936,6050353230,Acker_Wiese_Weide,1630.0,,Green space (soil-covered),30.724416474614134
TEST-00404,CH954022786936,6050343247,Acker_Wiese_Weide,1630.0,,Green space (soil-covered),1.7664162522202829
TEST-00404,CH954022786936,6050370794,geschlossener_Wald,1630.0,,Green space (wooded),114639.4184345553
TEST-00404,CH954022786936,6050370933,geschlossener_Wald,1630.0,,Green space (wooded),14.437333410003554
TEST-00404,CH954022786936,6050371838,geschlossener_Wald,1630.0,,Green space (wooded),7230.229518113463
TEST-00820,CH251322786933,6050345156,Gebaeude,1630.0,296844,Not green space,654.9416384987403
TEST-00820,CH251322786933,6050341342,uebrige_befestigte,1630.0,,Not green space,425.88765500187003
TEST-00028,CH776978562229,6050323616,Gartenanlage,1630.0,,Green space (soil-covered),653.8663143150226
TEST-00028,CH776978562229,6050346948,Gebaeude,1630.0,190378040,Not green space,18.37209499980949
TEST-00028,CH776978562229,6050346949,Gebaeude,1630.0,295831,Not green space,73.77035249868504
TEST-00028,CH776978562229,6050323434,uebrige_befestigte,1630.0,,Not green space,19.398647526579513
TEST-00409,CH727855226965,6050341373,Gebaeude,1630.0,2387037,Not green space,2481.2189820938797
TEST-00409,CH727855226965,6050342300,uebrige_befestigte,1630.0,,Not green space,1634.6711920154958
TEST-00409,CH727855226965,6050342469,uebrige_humusierte,1630.0,,Green space (soil-covered),43.88678745367548
TEST-00409,CH727855226965,6050341374,Gebaeude,1630.0,190341748,Not green space,217.684164943713
TEST-00143,CH116946227883,6050370506,geschlossener_Wald,1630.0,,Green space (wooded),5158.138498449991
TEST-00143,CH116946227883,6050353139,Acker_Wiese_Weide,1630.0,,Green space (soil-covered),2669.6374215357355
TEST-00824,CH998978346756,6051358659,Gebaeude,2701.0,449625,Not green space,218.2523809727145
TEST-00824,CH998978346756,6051358669,Gartenanlage,2701.0,,Green space (soil-covered),136.41433353132004
TEST-00824,CH998978346756,6051358585,Gartenanlage,2701.0,,Green space (soil-covered),62.503177498207194
TEST-00824,CH998978346756,6051358584,uebrige_befestigte,2701.0,,Not green space,164.71806539280982
TEST-00824,CH998978346756,6051358587,uebrige_befestigte,2701.0,,Not green space,0.001609969705437586
TEST-00673,CH327974896795,6051353285,Gebaeude,2701.0,447828,Not green space,151.12641200078372
TEST-00673,CH327974896795,6051353271,uebrige_befestigte,2701.0,,Not green space,111.41449749775504
TEST-00308,CH227861896779,6051353729,Gartenanlage,2701.0,,Green space (soil-covered),131.79030655923134
